customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
819,59,Male,Shirt,Clothing,91.0,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34.0,Debit Card,Monthly,senior,30
820,55,Male,Sunglasses,Accessories,36.0,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28.0,Debit Card,Quarterly,middle-aged,90
821,56,Male,Sneakers,Footwear,39.0,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27.0,Debit Card,Monthly,middle-aged,30
822,62,Male,Hoodie,Clothing,39.0,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31.0,Credit Card,Bi-Weekly,senior,14
823,35,Male,Shirt,Clothing,59.0,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23.0,Bank Transfer,Annually,adult,365
824,51,Male,Sunglasses,Accessories,27.0,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11.0,Credit Card,Quarterly,middle-aged,90
825,61,Male,Blouse,Clothing,94.0,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,48.0,Cash,Quarterly,senior,90
826,27,Male,Belt,Accessories,94.0,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17.0,Cash,Monthly,young adult,30
827,54,Male,Dress,Clothing,94.0,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36.0,PayPal,Weekly,middle-aged,7
828,31,Male,Shoes,Footwear,51.0,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33.0,Bank Transfer,Fortnightly,young adult,14
829,24,Male,Socks,Clothing,62.0,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27.0,PayPal,Bi-Weekly,young adult,14
830,42,Male,Socks,Clothing,57.0,Idaho,S,Silver,Spring,3.7498446400828587,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Fortnightly,adult,14
831,41,Male,Shorts,Clothing,76.0,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5.0,Credit Card,Annually,adult,365
832,66,Male,Gloves,Accessories,63.0,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47.0,Cash,Every 3 Months,senior,90
833,58,Male,Jacket,Outerwear,80.0,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28.0,Cash,Bi-Weekly,senior,14
834,43,Male,Handbag,Accessories,68.0,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11.0,Credit Card,Annually,adult,365
835,52,Male,Backpack,Accessories,89.0,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18.0,Credit Card,Weekly,middle-aged,7
836,35,Male,Boots,Footwear,26.0,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21.0,Debit Card,Weekly,adult,7
837,23,Male,Gloves,Accessories,90.0,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22.0,Cash,Bi-Weekly,young adult,14
838,25,Male,Hoodie,Clothing,28.0,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33.0,Cash,Every 3 Months,young adult,90
839,33,Male,Coat,Outerwear,29.0,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49.0,Credit Card,Annually,adult,365
840,48,Male,Shirt,Clothing,31.0,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10.0,Debit Card,Every 3 Months,middle-aged,90
841,42,Male,Shirt,Clothing,24.0,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18.0,PayPal,Weekly,adult,7
842,55,Male,Sweater,Clothing,88.0,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28.0,PayPal,Fortnightly,middle-aged,14
843,59,Male,Shirt,Clothing,87.0,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25.0,PayPal,Weekly,senior,7
844,65,Male,Hoodie,Clothing,80.0,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6.0,PayPal,Weekly,senior,7
845,59,Male,Sandals,Footwear,48.0,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44.0,Venmo,Bi-Weekly,senior,14
846,31,Male,Belt,Accessories,21.0,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30.0,Venmo,Monthly,young adult,30
847,49,Male,Boots,Footwear,72.0,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,42.0,Debit Card,Quarterly,middle-aged,90
848,53,Male,Hoodie,Clothing,44.0,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30.0,PayPal,Monthly,middle-aged,30
849,48,Male,Sandals,Footwear,73.0,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33.0,Credit Card,Bi-Weekly,middle-aged,14
850,23,Male,Jeans,Clothing,61.0,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24.0,PayPal,Quarterly,young adult,90
851,68,Male,Shoes,Footwear,20.0,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13.0,Venmo,Monthly,senior,30
852,35,Male,Sandals,Footwear,86.0,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19.0,Debit Card,Monthly,adult,30
853,34,Male,Dress,Clothing,60.0,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23.0,Debit Card,Every 3 Months,adult,90
854,62,Male,Hat,Accessories,43.0,Delaware,L,Orange,Winter,4.0,Yes,Free Shipping,Yes,Yes,35.0,Cash,Monthly,senior,30
855,21,Male,Pants,Clothing,44.0,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22.0,Venmo,Monthly,young adult,30
856,70,Male,Socks,Clothing,76.0,Oregon,L,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Quarterly,senior,90
857,55,Male,Shirt,Clothing,33.0,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47.0,Debit Card,Fortnightly,middle-aged,14
858,43,Male,Shorts,Clothing,60.0,Missouri,L,Cyan,Fall,3.0,Yes,Standard,Yes,Yes,50.0,Debit Card,Every 3 Months,adult,90
859,19,Male,Jacket,Outerwear,26.0,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33.0,PayPal,Weekly,young adult,7
860,47,Male,Hoodie,Clothing,73.0,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7.0,Debit Card,Monthly,middle-aged,30
861,26,Male,Shoes,Footwear,87.0,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3.0,Cash,Monthly,young adult,30
862,46,Male,Skirt,Clothing,100.0,Virginia,XL,Green,Spring,3.7498446400828587,Yes,2-Day Shipping,Yes,Yes,35.0,Credit Card,Every 3 Months,middle-aged,90
863,19,Male,Coat,Outerwear,84.0,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13.0,PayPal,Fortnightly,young adult,14
864,49,Male,Sneakers,Footwear,41.0,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42.0,PayPal,Fortnightly,middle-aged,14
865,51,Male,Jeans,Clothing,59.0,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5.0,PayPal,Annually,middle-aged,365
866,64,Male,Blouse,Clothing,26.0,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23.0,Venmo,Annually,senior,365
867,67,Male,Sunglasses,Accessories,69.0,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11.0,PayPal,Bi-Weekly,senior,14
868,37,Male,Jacket,Outerwear,20.0,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23.0,Bank Transfer,Fortnightly,adult,14
869,40,Male,Dress,Clothing,83.0,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2.0,Credit Card,Every 3 Months,adult,90
870,38,Male,Hat,Accessories,54.0,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33.0,PayPal,Weekly,adult,7
871,66,Male,Hoodie,Clothing,66.0,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6.0,Bank Transfer,Bi-Weekly,senior,14
872,47,Male,Handbag,Accessories,42.0,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45.0,Debit Card,Quarterly,middle-aged,90
873,56,Male,Jeans,Clothing,33.0,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25.0,Cash,Quarterly,middle-aged,90
874,51,Male,Boots,Footwear,77.0,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24.0,Venmo,Quarterly,middle-aged,90
875,25,Male,Jacket,Outerwear,65.0,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10.0,Venmo,Every 3 Months,young adult,90
876,37,Male,Sandals,Footwear,39.0,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,Yes,7.0,Bank Transfer,Every 3 Months,adult,90
877,41,Male,Belt,Accessories,51.0,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,1.0,Debit Card,Weekly,adult,7
878,64,Male,Handbag,Accessories,65.0,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,45.0,Venmo,Every 3 Months,senior,90
879,23,Male,Sunglasses,Accessories,89.0,Tennessee,S,Black,Summer,4.9,Yes,Express,Yes,Yes,37.0,Debit Card,Weekly,young adult,7
880,62,Male,Skirt,Clothing,76.0,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,Yes,Yes,14.0,PayPal,Quarterly,senior,90
881,39,Male,Backpack,Accessories,75.0,Nevada,L,Red,Spring,3.1,Yes,Express,Yes,Yes,25.0,Debit Card,Monthly,adult,30
882,52,Male,Sandals,Footwear,61.0,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,Yes,Yes,18.0,Venmo,Annually,middle-aged,365
883,50,Male,Boots,Footwear,35.0,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,Yes,37.0,Cash,Every 3 Months,middle-aged,90
884,28,Male,Sneakers,Footwear,37.0,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,Yes,Yes,30.0,Bank Transfer,Monthly,young adult,30
885,67,Male,Skirt,Clothing,91.0,Hawaii,L,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34.0,Bank Transfer,Weekly,senior,7
886,41,Male,Dress,Clothing,99.0,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49.0,Debit Card,Every 3 Months,adult,90
887,19,Male,Shorts,Clothing,54.0,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48.0,Bank Transfer,Monthly,young adult,30
888,70,Male,Handbag,Accessories,47.0,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,33.0,PayPal,Fortnightly,senior,14
889,49,Male,Scarf,Accessories,77.0,New Hampshire,S,Gold,Spring,3.7498446400828587,Yes,Express,Yes,Yes,44.0,Cash,Annually,middle-aged,365
890,59,Male,Belt,Accessories,84.0,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,Yes,Yes,50.0,Venmo,Weekly,senior,7
891,52,Male,Gloves,Accessories,51.0,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,47.0,Credit Card,Monthly,middle-aged,30
892,20,Male,Skirt,Clothing,26.0,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,24.0,PayPal,Every 3 Months,young adult,90
893,31,Male,Shorts,Clothing,64.0,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43.0,Debit Card,Monthly,young adult,30
894,33,Male,Backpack,Accessories,51.0,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,Yes,14.0,Venmo,Monthly,adult,30
895,44,Male,Hoodie,Clothing,60.0,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,Yes,Yes,3.0,Debit Card,Quarterly,adult,90
896,40,Male,Hat,Accessories,69.0,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33.0,Debit Card,Quarterly,adult,90
897,69,Male,Jewelry,Accessories,29.0,Arkansas,M,Lavender,Spring,4.7,Yes,Express,Yes,Yes,38.0,Cash,Fortnightly,senior,14
898,29,Male,Shirt,Clothing,91.0,Illinois,M,Gray,Spring,3.4,Yes,Express,Yes,Yes,46.0,Venmo,Weekly,young adult,7
899,54,Male,Belt,Accessories,70.0,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,19.0,Bank Transfer,Every 3 Months,middle-aged,90
900,65,Male,Sweater,Clothing,58.0,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20.0,PayPal,Annually,senior,365
901,54,Male,Hat,Accessories,98.0,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,Yes,42.0,Bank Transfer,Quarterly,middle-aged,90
902,60,Male,Scarf,Accessories,68.0,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,34.0,Cash,Monthly,senior,30
903,43,Male,Hat,Accessories,44.0,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,Yes,Yes,5.0,Cash,Monthly,adult,30
904,44,Male,Jacket,Outerwear,45.0,Washington,M,Blue,Winter,3.3,Yes,Express,Yes,Yes,3.0,PayPal,Quarterly,adult,90
905,69,Male,T-shirt,Clothing,99.0,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,Yes,Yes,46.0,PayPal,Every 3 Months,senior,90
906,46,Male,Dress,Clothing,68.0,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16.0,Venmo,Annually,middle-aged,365
907,41,Male,Pants,Clothing,56.0,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21.0,Debit Card,Bi-Weekly,adult,14
908,32,Male,Sweater,Clothing,43.0,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34.0,Credit Card,Bi-Weekly,adult,14
909,26,Male,Sunglasses,Accessories,99.0,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,Yes,9.0,PayPal,Every 3 Months,young adult,90
910,61,Male,Belt,Accessories,56.0,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,Yes,36.0,PayPal,Weekly,senior,7
911,49,Male,Hoodie,Clothing,25.0,South Carolina,S,Pink,Spring,3.4,Yes,Express,Yes,Yes,22.0,Credit Card,Monthly,middle-aged,30
912,53,Male,Pants,Clothing,74.0,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,2.0,Bank Transfer,Quarterly,middle-aged,90
913,24,Male,Hoodie,Clothing,56.0,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,32.0,Bank Transfer,Monthly,young adult,30
914,37,Male,Sneakers,Footwear,47.0,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29.0,Cash,Every 3 Months,adult,90
915,43,Male,Dress,Clothing,67.0,Washington,L,Purple,Summer,4.1,Yes,Standard,Yes,Yes,27.0,Venmo,Every 3 Months,adult,90
916,31,Male,Dress,Clothing,22.0,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,Yes,Yes,33.0,Credit Card,Fortnightly,young adult,14
917,49,Male,Jeans,Clothing,34.0,Illinois,S,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16.0,Venmo,Monthly,middle-aged,30
918,69,Male,Sweater,Clothing,64.0,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11.0,Bank Transfer,Quarterly,senior,90
919,65,Male,Shorts,Clothing,42.0,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,11.0,Cash,Fortnightly,senior,14
920,41,Male,Shirt,Clothing,82.0,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,17.0,Debit Card,Bi-Weekly,adult,14
921,37,Male,Belt,Accessories,81.0,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,Yes,Yes,37.0,Cash,Weekly,adult,7
922,70,Male,Coat,Outerwear,24.0,South Dakota,L,Silver,Summer,4.1,Yes,Express,Yes,Yes,18.0,PayPal,Weekly,senior,7
923,63,Male,Sneakers,Footwear,60.0,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,Yes,13.0,Credit Card,Monthly,senior,30
924,55,Male,Shirt,Clothing,24.0,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,7.0,PayPal,Weekly,middle-aged,7
925,52,Male,Socks,Clothing,78.0,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,Yes,37.0,Cash,Quarterly,middle-aged,90
926,22,Male,Jeans,Clothing,88.0,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,Yes,8.0,Cash,Monthly,young adult,30
927,54,Male,Jeans,Clothing,63.0,Massachusetts,XL,Green,Spring,4.4,Yes,Express,Yes,Yes,11.0,Cash,Bi-Weekly,middle-aged,14
928,28,Male,Sneakers,Footwear,78.0,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,Yes,8.0,Venmo,Bi-Weekly,young adult,14
929,67,Male,Dress,Clothing,37.0,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,Yes,Yes,31.0,Cash,Every 3 Months,senior,90
930,59,Male,Boots,Footwear,94.0,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26.0,Debit Card,Fortnightly,senior,14
931,26,Male,T-shirt,Clothing,78.0,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,Yes,20.0,Credit Card,Bi-Weekly,young adult,14
932,24,Male,Coat,Outerwear,36.0,Nebraska,M,Silver,Winter,4.1,Yes,Standard,Yes,Yes,24.0,Bank Transfer,Fortnightly,young adult,14
933,62,Male,Skirt,Clothing,24.0,Indiana,L,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45.0,Debit Card,Bi-Weekly,senior,14
934,70,Male,Sneakers,Footwear,84.0,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33.0,Debit Card,Monthly,senior,30
935,45,Male,Jeans,Clothing,47.0,Oregon,S,Yellow,Spring,3.7,Yes,Express,Yes,Yes,21.0,Bank Transfer,Monthly,middle-aged,30
936,58,Male,Hoodie,Clothing,51.0,Ohio,L,White,Fall,2.6,Yes,Store Pickup,Yes,Yes,2.0,Bank Transfer,Fortnightly,senior,14
937,31,Male,Shoes,Footwear,84.0,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,Yes,28.0,Cash,Weekly,young adult,7
938,32,Male,Shorts,Clothing,24.0,Iowa,M,Magenta,Summer,2.7,Yes,Express,Yes,Yes,18.0,Venmo,Quarterly,adult,90
939,36,Male,Blouse,Clothing,97.0,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,Yes,Yes,21.0,Debit Card,Fortnightly,adult,14
940,25,Male,T-shirt,Clothing,89.0,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,Yes,Yes,24.0,Credit Card,Monthly,young adult,30
941,48,Male,Belt,Accessories,44.0,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15.0,PayPal,Every 3 Months,middle-aged,90
942,39,Male,Handbag,Accessories,35.0,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38.0,PayPal,Every 3 Months,adult,90
943,26,Male,Dress,Clothing,91.0,Arizona,M,Cyan,Winter,3.2,Yes,Express,Yes,Yes,38.0,PayPal,Bi-Weekly,young adult,14
944,32,Male,Hat,Accessories,63.0,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,Yes,Yes,13.0,Venmo,Fortnightly,adult,14
945,54,Male,Belt,Accessories,97.0,Indiana,S,Gray,Spring,4.8,Yes,Express,Yes,Yes,39.0,Cash,Bi-Weekly,middle-aged,14
946,38,Male,Boots,Footwear,38.0,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,8.0,Venmo,Every 3 Months,adult,90
947,46,Male,Coat,Outerwear,24.0,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,Yes,4.0,PayPal,Quarterly,middle-aged,90
948,57,Male,Blouse,Clothing,32.0,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6.0,Cash,Every 3 Months,middle-aged,90
949,49,Male,Hat,Accessories,90.0,Alabama,L,Olive,Summer,4.9,Yes,Express,Yes,Yes,11.0,Venmo,Every 3 Months,middle-aged,90
950,33,Male,Jeans,Clothing,36.0,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,Yes,49.0,Venmo,Monthly,adult,30
951,54,Male,Backpack,Accessories,37.0,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,Yes,Yes,30.0,PayPal,Quarterly,middle-aged,90
952,47,Male,Dress,Clothing,51.0,Alaska,M,Cyan,Summer,2.9,Yes,Express,Yes,Yes,34.0,Bank Transfer,Monthly,middle-aged,30
953,36,Male,Hat,Accessories,71.0,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,28.0,PayPal,Monthly,adult,30
954,68,Male,Sunglasses,Accessories,50.0,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36.0,Venmo,Quarterly,senior,90
955,60,Male,Hat,Accessories,74.0,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,Yes,Yes,18.0,Credit Card,Every 3 Months,senior,90
956,55,Male,Dress,Clothing,75.0,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,Yes,Yes,4.0,PayPal,Monthly,middle-aged,30
957,29,Male,Shirt,Clothing,99.0,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,42.0,Debit Card,Quarterly,young adult,90
958,38,Male,Scarf,Accessories,23.0,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11.0,Cash,Quarterly,adult,90
959,70,Male,Sneakers,Footwear,53.0,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31.0,Credit Card,Bi-Weekly,senior,14
960,36,Male,Skirt,Clothing,99.0,Nevada,M,Cyan,Spring,2.6,Yes,Standard,Yes,Yes,12.0,Cash,Fortnightly,adult,14
961,18,Male,Jewelry,Accessories,48.0,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,Yes,Yes,20.0,Venmo,Quarterly,young adult,90
962,62,Male,Boots,Footwear,72.0,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37.0,Debit Card,Quarterly,senior,90
963,29,Male,Sunglasses,Accessories,64.0,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,Yes,26.0,Debit Card,Fortnightly,young adult,14
964,21,Male,Boots,Footwear,63.0,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Weekly,young adult,7
965,42,Male,Sandals,Footwear,51.0,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,Yes,Yes,12.0,Venmo,Bi-Weekly,adult,14
966,43,Male,Boots,Footwear,55.0,Delaware,L,Black,Spring,5.0,Yes,Store Pickup,Yes,Yes,10.0,Credit Card,Annually,adult,365
967,58,Male,Dress,Clothing,55.0,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,Yes,19.0,Cash,Annually,senior,365
968,27,Male,Hoodie,Clothing,26.0,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,Yes,4.0,Cash,Weekly,young adult,7
969,57,Male,Shorts,Clothing,67.0,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,Yes,48.0,Bank Transfer,Quarterly,middle-aged,90
970,40,Male,Coat,Outerwear,31.0,California,S,Pink,Fall,3.2,Yes,Express,Yes,Yes,37.0,PayPal,Monthly,adult,30
971,45,Male,Jeans,Clothing,66.0,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,Yes,4.0,Cash,Monthly,middle-aged,30
972,47,Male,Sunglasses,Accessories,67.0,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,Yes,Yes,15.0,Credit Card,Weekly,middle-aged,7
973,61,Male,Sneakers,Footwear,61.0,Colorado,L,Gold,Winter,3.0,Yes,Standard,Yes,Yes,33.0,Credit Card,Weekly,senior,7
974,60,Male,Jacket,Outerwear,75.0,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30.0,Bank Transfer,Quarterly,senior,90
975,69,Male,Skirt,Clothing,90.0,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23.0,Bank Transfer,Monthly,senior,30
976,58,Male,Sweater,Clothing,40.0,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,2.0,Bank Transfer,Weekly,senior,7
977,34,Male,T-shirt,Clothing,90.0,Florida,M,Gray,Fall,3.6,Yes,Express,Yes,Yes,50.0,Credit Card,Every 3 Months,adult,90
978,20,Male,Belt,Accessories,20.0,Washington,M,Black,Spring,4.6,Yes,Express,Yes,Yes,34.0,Cash,Bi-Weekly,young adult,14
979,56,Male,Gloves,Accessories,40.0,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,Yes,Yes,33.0,Credit Card,Weekly,middle-aged,7
980,64,Male,Hat,Accessories,33.0,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,Yes,Yes,34.0,Debit Card,Monthly,senior,30
981,56,Male,Boots,Footwear,98.0,Maryland,S,Magenta,Spring,4.0,Yes,Free Shipping,Yes,Yes,39.0,PayPal,Every 3 Months,middle-aged,90
982,27,Male,Belt,Accessories,42.0,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,Yes,Yes,47.0,Credit Card,Quarterly,young adult,90
983,35,Male,Coat,Outerwear,62.0,Texas,S,Red,Summer,3.2,Yes,Standard,Yes,Yes,37.0,PayPal,Monthly,adult,30
984,24,Male,Hat,Accessories,45.0,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40.0,Venmo,Bi-Weekly,young adult,14
985,26,Male,Shoes,Footwear,78.0,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,Yes,8.0,Credit Card,Bi-Weekly,young adult,14
986,32,Male,Handbag,Accessories,80.0,West Virginia,M,Gray,Fall,5.0,Yes,Express,Yes,Yes,12.0,Bank Transfer,Annually,adult,365
987,54,Male,Scarf,Accessories,96.0,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Monthly,middle-aged,30
988,62,Male,Handbag,Accessories,47.0,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,Yes,Yes,48.0,PayPal,Weekly,senior,7
989,50,Male,Pants,Clothing,84.0,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47.0,PayPal,Fortnightly,middle-aged,14
990,70,Male,Shoes,Footwear,31.0,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,Yes,Yes,2.0,Bank Transfer,Monthly,senior,30
